Order ID,Purchase Date,Customer ID,Customer Type,Store Location,Product ID,Quantity,Unit Price,Total Price,Discount Applied (%),Discount Amount,Final Price
ORD1027,1/19/2023,CUST1038,Occasional,Hamburg,PROD10,5,71.99,359.95,0,0,359.95
ORD1028,1/19/2023,CUST1013,Occasional,Frankfurt,PROD15,4,46.95,187.8,0,0,187.8
ORD1029,1/19/2023,CUST1058,Occasional,Munich,PROD9,5,20.99,104.95,0,0,104.95
ORD1030,1/19/2023,CUST1070,Occasional,Cologne,PROD18,1,297.95,297.95,0,0,297.95
ORD1031,1/20/2023,CUST1028,Loyal,Munich,PROD9,3,20.99,62.97,0,0,62.97
ORD1032,1/20/2023,CUST1008,Occasional,Cologne,PROD10,4,71.99,287.96,0,0,287.96
ORD1033,1/21/2023,CUST1061,Occasional,Berlin,PROD7,3,21.95,65.85,0,0,65.85
ORD1034,1/21/2023,CUST1017,Occasional,Cologne,PROD16,4,116.99,467.96,0,0,467.96
ORD1035,1/22/2023,CUST1034,Occasional,Berlin,PROD1,1,1164.99,1164.99,0,0,1164.99
ORD1036,1/22/2023,CUST1009,Occasional,Frankfurt,PROD16,4,116.99,467.96,0,0,467.96
ORD1037,1/22/2023,CUST1017,Occasional,Frankfurt,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1038,1/23/2023,CUST1091,Loyal,Cologne,PROD9,3,20.99,62.97,0,0,62.97
ORD1039,1/23/2023,CUST1049,Loyal,Munich,PROD11,2,155.95,311.9,10,31.19,280.71
ORD1040,1/24/2023,CUST1049,Loyal,Munich,PROD2,2,699.95,1399.9,10,139.99,1259.91
ORD1041,1/25/2023,CUST1089,Occasional,Munich,PROD9,4,20.99,83.96,0,0,83.96
ORD1042,1/25/2023,CUST1010,Occasional,Berlin,PROD18,1,297.95,297.95,0,0,297.95
ORD1043,1/26/2023,CUST1031,Occasional,Munich,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1044,1/26/2023,CUST1071,Occasional,Frankfurt,PROD5,5,229.95,1149.75,0,0,1149.75
ORD1045,1/27/2023,CUST1032,Loyal,Berlin,PROD18,2,297.95,595.9,0,0,595.9
ORD1046,1/27/2023,CUST1089,Occasional,Frankfurt,PROD7,2,21.95,43.9,0,0,43.9
ORD1047,1/28/2023,CUST1095,Occasional,Munich,PROD12,3,29.99,89.97,0,0,89.97
ORD1048,1/29/2023,CUST1020,Occasional,Munich,PROD10,3,71.99,215.97,0,0,215.97
ORD1049,1/29/2023,CUST1069,Occasional,Hamburg,PROD12,2,29.99,59.98,0,0,59.98
ORD1050,1/30/2023,CUST1022,Occasional,Frankfurt,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1051,1/31/2023,CUST1075,Occasional,Cologne,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1052,2/1/2023,CUST1044,Loyal,Hamburg,PROD9,1,20.99,20.99,15,3.15,17.84
ORD1053,2/2/2023,CUST1034,Occasional,Berlin,PROD9,3,20.99,62.97,0,0,62.97
ORD1054,2/3/2023,CUST1040,Occasional,Berlin,PROD6,3,56.99,170.97,0,0,170.97
ORD1055,2/4/2023,CUST1079,Occasional,Frankfurt,PROD6,5,56.99,284.95,0,0,284.95
ORD1056,2/4/2023,CUST1037,Loyal,Hamburg,PROD12,5,29.99,149.95,10,15,134.95
ORD1057,2/5/2023,CUST1022,Loyal,Cologne,PROD14,3,13.99,41.97,5,2.1,39.87
ORD1058,2/5/2023,CUST1068,Occasional,Berlin,PROD16,1,116.99,116.99,0,0,116.99
ORD1059,2/5/2023,CUST1049,Occasional,Munich,PROD14,3,13.99,41.97,0,0,41.97
ORD1060,2/5/2023,CUST1070,Occasional,Hamburg,PROD10,1,71.99,71.99,0,0,71.99
ORD1061,2/5/2023,CUST1046,Occasional,Berlin,PROD16,3,116.99,350.97,0,0,350.97
ORD1062,2/5/2023,CUST1019,Occasional,Cologne,PROD6,5,56.99,284.95,0,0,284.95
ORD1063,2/5/2023,CUST1040,Occasional,Hamburg,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1064,2/6/2023,CUST1031,Occasional,Munich,PROD12,5,29.99,149.95,0,0,149.95
ORD1065,2/6/2023,CUST1020,Occasional,Cologne,PROD14,3,13.99,41.97,0,0,41.97
ORD1066,2/6/2023,CUST1090,Occasional,Cologne,PROD15,3,46.95,140.85,0,0,140.85
ORD1067,2/7/2023,CUST1068,Occasional,Frankfurt,PROD13,2,39.99,79.98,0,0,79.98
ORD1068,2/8/2023,CUST1016,Occasional,Hamburg,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1069,2/9/2023,CUST1022,Occasional,Munich,PROD3,2,324.95,649.9,0,0,649.9
ORD1070,2/10/2023,CUST1016,Occasional,Frankfurt,PROD2,2,699.95,1399.9,0,0,1399.9
ORD1071,2/11/2023,CUST1060,Occasional,Cologne,PROD4,2,137.95,275.9,0,0,275.9
ORD1072,2/11/2023,CUST1023,Occasional,Munich,PROD12,4,29.99,119.96,0,0,119.96
ORD1073,2/12/2023,CUST1001,Occasional,Munich,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1074,2/12/2023,CUST1046,Occasional,Cologne,PROD11,2,155.95,311.9,0,0,311.9
ORD1075,2/13/2023,CUST1099,Occasional,Frankfurt,PROD13,3,39.99,119.97,0,0,119.97
ORD1076,2/14/2023,CUST1075,Occasional,Munich,PROD5,3,229.95,689.85,0,0,689.85
ORD1077,2/14/2023,CUST1037,Loyal,Munich,PROD15,4,46.95,187.8,0,0,187.8
ORD1078,2/15/2023,CUST1027,Occasional,Frankfurt,PROD15,1,46.95,46.95,0,0,46.95
ORD1079,2/16/2023,CUST1009,Loyal,Munich,PROD16,4,116.99,467.96,0,0,467.96
ORD1080,2/17/2023,CUST1088,Occasional,Hamburg,PROD16,5,116.99,584.95,0,0,584.95
ORD1081,2/17/2023,CUST1048,Occasional,Munich,PROD12,4,29.99,119.96,0,0,119.96
ORD1082,2/17/2023,CUST1000,Occasional,Cologne,PROD3,4,324.95,1299.8,0,0,1299.8
ORD1083,2/17/2023,CUST1075,Occasional,Cologne,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1084,2/17/2023,CUST1013,Occasional,Cologne,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1085,2/17/2023,CUST1074,Occasional,Munich,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1086,2/17/2023,CUST1032,Occasional,Hamburg,PROD10,1,71.99,71.99,0,0,71.99
ORD1087,2/18/2023,CUST1090,Occasional,Berlin,PROD5,4,229.95,919.8,0,0,919.8
ORD1088,2/18/2023,CUST1033,Occasional,Munich,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1089,2/19/2023,CUST1062,Occasional,Cologne,PROD4,2,137.95,275.9,0,0,275.9
ORD1090,2/19/2023,CUST1058,Occasional,Cologne,PROD9,2,20.99,41.98,0,0,41.98
ORD1091,2/19/2023,CUST1050,Loyal,Frankfurt,PROD16,3,116.99,350.97,0,0,350.97
ORD1092,2/19/2023,CUST1001,Occasional,Cologne,PROD2,1,699.95,699.95,0,0,699.95
ORD1093,2/19/2023,CUST1065,Occasional,Cologne,PROD17,2,203.95,407.9,0,0,407.9
ORD1094,2/20/2023,CUST1064,Occasional,Cologne,PROD9,3,20.99,62.97,0,0,62.97
ORD1095,2/21/2023,CUST1030,Loyal,Cologne,PROD10,3,71.99,215.97,5,10.8,205.17
ORD1096,2/21/2023,CUST1023,Loyal,Cologne,PROD16,1,116.99,116.99,15,17.55,99.44
ORD1097,2/21/2023,CUST1058,Occasional,Munich,PROD8,3,125.95,377.85,0,0,377.85
ORD1098,2/21/2023,CUST1020,Occasional,Frankfurt,PROD10,1,71.99,71.99,0,0,71.99
ORD1099,2/22/2023,CUST1027,Occasional,Frankfurt,PROD4,1,137.95,137.95,0,0,137.95
ORD1100,2/22/2023,CUST1091,Occasional,Munich,PROD3,2,324.95,649.9,0,0,649.9
ORD1101,2/23/2023,CUST1060,Loyal,Cologne,PROD8,3,125.95,377.85,15,56.68,321.17
ORD1102,2/23/2023,CUST1081,Occasional,Munich,PROD8,5,125.95,629.75,0,0,629.75
ORD1103,2/24/2023,CUST1035,Occasional,Berlin,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1104,2/25/2023,CUST1024,Occasional,Hamburg,PROD17,3,203.95,611.85,0,0,611.85
ORD1105,2/26/2023,CUST1066,Occasional,Munich,PROD17,4,203.95,815.8,0,0,815.8
ORD1106,2/27/2023,CUST1036,Occasional,Munich,PROD13,1,39.99,39.99,0,0,39.99
ORD1107,2/28/2023,CUST1038,Occasional,Berlin,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1108,3/1/2023,CUST1075,Occasional,Hamburg,PROD11,2,155.95,311.9,0,0,311.9
ORD1109,3/1/2023,CUST1002,Occasional,Berlin,PROD8,4,125.95,503.8,0,0,503.8
ORD1110,3/2/2023,CUST1024,Occasional,Frankfurt,PROD9,5,20.99,104.95,0,0,104.95
ORD1111,3/2/2023,CUST1031,Loyal,Cologne,PROD7,2,21.95,43.9,15,6.58,37.32
ORD1112,3/3/2023,CUST1098,Loyal,Hamburg,PROD15,1,46.95,46.95,10,4.7,42.25
ORD1113,3/4/2023,CUST1028,Occasional,Berlin,PROD10,2,71.99,143.98,0,0,143.98
ORD1114,3/4/2023,CUST1091,Occasional,Cologne,PROD17,4,203.95,815.8,0,0,815.8
ORD1115,3/5/2023,CUST1052,Occasional,Frankfurt,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1116,3/5/2023,CUST1035,Occasional,Cologne,PROD14,2,13.99,27.98,0,0,27.98
ORD1117,3/6/2023,CUST1049,Occasional,Hamburg,PROD5,1,229.95,229.95,0,0,229.95
ORD1118,3/7/2023,CUST1014,Occasional,Munich,PROD1,5,1164.99,5824.95,0,0,5824.95
ORD1119,3/7/2023,CUST1046,Occasional,Cologne,PROD8,1,125.95,125.95,0,0,125.95
ORD1120,3/8/2023,CUST1045,Loyal,Cologne,PROD15,2,46.95,93.9,10,9.39,84.51
ORD1121,3/8/2023,CUST1016,Occasional,Berlin,PROD13,2,39.99,79.98,0,0,79.98
ORD1122,3/8/2023,CUST1097,Loyal,Frankfurt,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1123,3/9/2023,CUST1001,Occasional,Cologne,PROD11,3,155.95,467.85,0,0,467.85
ORD1124,3/9/2023,CUST1014,Loyal,Munich,PROD17,1,203.95,203.95,0,0,203.95
ORD1125,3/10/2023,CUST1021,Occasional,Munich,PROD9,3,20.99,62.97,0,0,62.97
ORD1126,3/10/2023,CUST1031,Occasional,Cologne,PROD13,3,39.99,119.97,0,0,119.97
ORD1127,3/10/2023,CUST1050,Occasional,Cologne,PROD16,3,116.99,350.97,0,0,350.97
ORD1128,3/10/2023,CUST1036,Occasional,Munich,PROD4,3,137.95,413.85,0,0,413.85
ORD1129,3/11/2023,CUST1041,Loyal,Hamburg,PROD11,2,155.95,311.9,0,0,311.9
ORD1130,3/11/2023,CUST1056,Occasional,Cologne,PROD12,4,29.99,119.96,0,0,119.96
ORD1131,3/12/2023,CUST1061,Occasional,Munich,PROD3,2,324.95,649.9,0,0,649.9
ORD1132,3/12/2023,CUST1081,Occasional,Frankfurt,PROD17,1,203.95,203.95,0,0,203.95
ORD1133,3/13/2023,CUST1067,Occasional,Frankfurt,PROD12,5,29.99,149.95,0,0,149.95
ORD1134,3/13/2023,CUST1063,Loyal,Berlin,PROD17,1,203.95,203.95,10,20.4,183.55
ORD1135,3/14/2023,CUST1043,Occasional,Cologne,PROD9,3,20.99,62.97,0,0,62.97
ORD1136,3/14/2023,CUST1078,Occasional,Frankfurt,PROD8,5,125.95,629.75,0,0,629.75
ORD1137,3/15/2023,CUST1018,Occasional,Frankfurt,PROD9,4,20.99,83.96,0,0,83.96
ORD1138,3/15/2023,CUST1099,Occasional,Cologne,PROD5,5,229.95,1149.75,0,0,1149.75
ORD1139,3/15/2023,CUST1065,Occasional,Hamburg,PROD18,1,297.95,297.95,0,0,297.95
ORD1140,3/16/2023,CUST1051,Loyal,Cologne,PROD5,1,229.95,229.95,15,34.49,195.46
ORD1141,3/16/2023,CUST1056,Occasional,Cologne,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1142,3/17/2023,CUST1090,Loyal,Frankfurt,PROD13,5,39.99,199.95,5,10,189.95
ORD1143,3/17/2023,CUST1085,Occasional,Cologne,PROD15,3,46.95,140.85,0,0,140.85
ORD1144,3/17/2023,CUST1058,Occasional,Hamburg,PROD16,5,116.99,584.95,0,0,584.95
ORD1145,3/17/2023,CUST1043,Occasional,Munich,PROD14,4,13.99,55.96,0,0,55.96
ORD1146,3/17/2023,CUST1065,Occasional,Cologne,PROD8,5,125.95,629.75,0,0,629.75
ORD1147,3/17/2023,CUST1020,Occasional,Munich,PROD6,4,56.99,227.96,0,0,227.96
ORD1148,3/17/2023,CUST1092,Occasional,Berlin,PROD5,1,229.95,229.95,0,0,229.95
ORD1149,3/18/2023,CUST1067,Occasional,Frankfurt,PROD14,2,13.99,27.98,0,0,27.98
ORD1150,3/18/2023,CUST1096,Occasional,Frankfurt,PROD11,4,155.95,623.8,0,0,623.8
ORD1151,3/18/2023,CUST1071,Occasional,Frankfurt,PROD7,2,21.95,43.9,0,0,43.9
ORD1152,3/18/2023,CUST1093,Occasional,Hamburg,PROD16,3,116.99,350.97,0,0,350.97
ORD1153,3/19/2023,CUST1070,Occasional,Berlin,PROD11,2,155.95,311.9,0,0,311.9
ORD1154,3/19/2023,CUST1039,Occasional,Hamburg,PROD2,1,699.95,699.95,0,0,699.95
ORD1155,3/20/2023,CUST1044,Loyal,Frankfurt,PROD3,5,324.95,1624.75,10,162.48,1462.27
ORD1156,3/21/2023,CUST1087,Occasional,Berlin,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1157,3/21/2023,CUST1042,Occasional,Berlin,PROD12,5,29.99,149.95,0,0,149.95
ORD1158,3/21/2023,CUST1023,Occasional,Hamburg,PROD12,5,29.99,149.95,0,0,149.95
ORD1159,3/22/2023,CUST1085,Occasional,Frankfurt,PROD14,5,13.99,69.95,0,0,69.95
ORD1160,3/22/2023,CUST1071,Loyal,Berlin,PROD16,1,116.99,116.99,15,17.55,99.44
ORD1161,3/22/2023,CUST1022,Occasional,Cologne,PROD12,4,29.99,119.96,0,0,119.96
ORD1162,3/22/2023,CUST1013,Loyal,Hamburg,PROD14,3,13.99,41.97,0,0,41.97
ORD1163,3/22/2023,CUST1048,Loyal,Cologne,PROD18,2,297.95,595.9,15,89.38,506.52
ORD1164,3/23/2023,CUST1060,Occasional,Hamburg,PROD11,5,155.95,779.75,0,0,779.75
ORD1165,3/24/2023,CUST1077,Loyal,Berlin,PROD2,5,699.95,3499.75,0,0,3499.75
ORD1166,3/25/2023,CUST1088,Loyal,Berlin,PROD13,4,39.99,159.96,15,23.99,135.97
ORD1167,3/25/2023,CUST1089,Loyal,Cologne,PROD6,3,56.99,170.97,15,25.65,145.32
ORD1168,3/26/2023,CUST1034,Loyal,Frankfurt,PROD18,1,297.95,297.95,0,0,297.95
ORD1169,3/27/2023,CUST1075,Occasional,Munich,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1170,3/27/2023,CUST1083,Occasional,Hamburg,PROD17,3,203.95,611.85,0,0,611.85
ORD1171,3/27/2023,CUST1088,Occasional,Hamburg,PROD8,4,125.95,503.8,0,0,503.8
ORD1172,3/27/2023,CUST1044,Occasional,Frankfurt,PROD5,3,229.95,689.85,0,0,689.85
ORD1173,3/28/2023,CUST1013,Occasional,Frankfurt,PROD10,2,71.99,143.98,0,0,143.98
ORD1174,3/29/2023,CUST1074,Occasional,Berlin,PROD16,2,116.99,233.98,0,0,233.98
ORD1175,3/30/2023,CUST1048,Occasional,Munich,PROD5,1,229.95,229.95,0,0,229.95
ORD1176,3/30/2023,CUST1063,Occasional,Berlin,PROD16,4,116.99,467.96,0,0,467.96
ORD1177,3/31/2023,CUST1090,Occasional,Berlin,PROD1,4,1164.99,4659.96,0,0,4659.96
ORD1178,4/1/2023,CUST1048,Loyal,Berlin,PROD6,3,56.99,170.97,15,25.65,145.32
ORD1179,4/2/2023,CUST1028,Loyal,Frankfurt,PROD8,3,125.95,377.85,0,0,377.85
ORD1180,4/3/2023,CUST1004,Occasional,Hamburg,PROD3,2,324.95,649.9,0,0,649.9
ORD1181,4/3/2023,CUST1057,Occasional,Cologne,PROD12,3,29.99,89.97,0,0,89.97
ORD1182,4/3/2023,CUST1066,Occasional,Hamburg,PROD5,2,229.95,459.9,0,0,459.9
ORD1183,4/4/2023,CUST1039,Occasional,Cologne,PROD12,3,29.99,89.97,0,0,89.97
ORD1184,4/5/2023,CUST1072,Loyal,Frankfurt,PROD13,4,39.99,159.96,10,16,143.96
ORD1185,4/6/2023,CUST1030,Occasional,Cologne,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1186,4/7/2023,CUST1084,Occasional,Berlin,PROD12,1,29.99,29.99,0,0,29.99
ORD1187,4/7/2023,CUST1055,Occasional,Cologne,PROD7,4,21.95,87.8,0,0,87.8
ORD1188,4/7/2023,CUST1094,Loyal,Hamburg,PROD18,3,297.95,893.85,10,89.38,804.47
ORD1189,4/8/2023,CUST1000,Occasional,Hamburg,PROD9,5,20.99,104.95,0,0,104.95
ORD1190,4/8/2023,CUST1066,Occasional,Munich,PROD9,4,20.99,83.96,0,0,83.96
ORD1191,4/8/2023,CUST1041,Occasional,Frankfurt,PROD17,4,203.95,815.8,0,0,815.8
ORD1192,4/8/2023,CUST1020,Occasional,Hamburg,PROD13,2,39.99,79.98,0,0,79.98
ORD1193,4/9/2023,CUST1017,Occasional,Berlin,PROD1,2,1164.99,2329.98,0,0,2329.98
ORD1194,4/9/2023,CUST1038,Occasional,Frankfurt,PROD13,1,39.99,39.99,0,0,39.99
ORD1195,4/10/2023,CUST1008,Occasional,Hamburg,PROD6,2,56.99,113.98,0,0,113.98
ORD1196,4/10/2023,CUST1091,Occasional,Cologne,PROD3,3,324.95,974.85,0,0,974.85
ORD1197,4/10/2023,CUST1005,Occasional,Frankfurt,PROD13,3,39.99,119.97,0,0,119.97
ORD1198,4/11/2023,CUST1092,Loyal,Munich,PROD17,3,203.95,611.85,0,0,611.85
ORD1199,4/11/2023,CUST1029,Occasional,Cologne,PROD8,5,125.95,629.75,0,0,629.75
ORD1200,4/11/2023,CUST1069,Occasional,Cologne,PROD6,2,56.99,113.98,0,0,113.98
ORD1201,4/11/2023,CUST1049,Occasional,Cologne,PROD16,3,116.99,350.97,0,0,350.97
ORD1202,4/12/2023,CUST1019,Loyal,Berlin,PROD11,5,155.95,779.75,5,38.99,740.76
ORD1203,4/13/2023,CUST1087,Occasional,Berlin,PROD18,5,297.95,1489.75,0,0,1489.75
ORD1204,4/13/2023,CUST1080,Occasional,Munich,PROD5,1,229.95,229.95,0,0,229.95
ORD1205,4/13/2023,CUST1004,Occasional,Frankfurt,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1206,4/13/2023,CUST1009,Loyal,Hamburg,PROD13,1,39.99,39.99,5,2,37.99
ORD1207,4/13/2023,CUST1093,Occasional,Berlin,PROD4,4,137.95,551.8,0,0,551.8
ORD1208,4/13/2023,CUST1081,Occasional,Hamburg,PROD7,2,21.95,43.9,0,0,43.9
ORD1209,4/14/2023,CUST1003,Occasional,Hamburg,PROD5,4,229.95,919.8,0,0,919.8
ORD1210,4/15/2023,CUST1038,Occasional,Hamburg,PROD10,3,71.99,215.97,0,0,215.97
ORD1211,4/16/2023,CUST1032,Occasional,Berlin,PROD3,5,324.95,1624.75,0,0,1624.75
ORD1212,4/16/2023,CUST1062,Occasional,Cologne,PROD3,2,324.95,649.9,0,0,649.9
ORD1213,4/16/2023,CUST1032,Loyal,Frankfurt,PROD10,3,71.99,215.97,10,21.6,194.37
ORD1214,4/16/2023,CUST1058,Loyal,Berlin,PROD5,5,229.95,1149.75,10,114.98,1034.77
ORD1215,4/16/2023,CUST1023,Loyal,Frankfurt,PROD2,5,699.95,3499.75,15,524.96,2974.79
ORD1216,4/17/2023,CUST1077,Loyal,Cologne,PROD2,5,699.95,3499.75,0,0,3499.75
ORD1217,4/17/2023,CUST1039,Occasional,Cologne,PROD11,2,155.95,311.9,0,0,311.9
ORD1218,4/17/2023,CUST1063,Occasional,Frankfurt,PROD16,3,116.99,350.97,0,0,350.97
ORD1219,4/18/2023,CUST1063,Occasional,Cologne,PROD13,2,39.99,79.98,0,0,79.98
ORD1220,4/19/2023,CUST1080,Occasional,Munich,PROD2,4,699.95,2799.8,0,0,2799.8
ORD1221,4/19/2023,CUST1099,Occasional,Berlin,PROD3,3,324.95,974.85,0,0,974.85
ORD1222,4/20/2023,CUST1091,Occasional,Frankfurt,PROD15,4,46.95,187.8,0,0,187.8
ORD1223,4/20/2023,CUST1041,Occasional,Berlin,PROD7,1,21.95,21.95,0,0,21.95
ORD1224,4/20/2023,CUST1066,Occasional,Munich,PROD5,3,229.95,689.85,0,0,689.85
ORD1225,4/20/2023,CUST1095,Loyal,Frankfurt,PROD16,1,116.99,116.99,10,11.7,105.29
ORD1226,4/20/2023,CUST1077,Occasional,Frankfurt,PROD4,1,137.95,137.95,0,0,137.95
ORD1227,4/20/2023,CUST1066,Occasional,Cologne,PROD10,3,71.99,215.97,0,0,215.97
ORD1228,4/20/2023,CUST1087,Loyal,Frankfurt,PROD2,2,699.95,1399.9,10,139.99,1259.91
ORD1229,4/20/2023,CUST1000,Occasional,Berlin,PROD13,4,39.99,159.96,0,0,159.96
ORD1230,4/21/2023,CUST1015,Occasional,Hamburg,PROD17,4,203.95,815.8,0,0,815.8
ORD1231,4/22/2023,CUST1099,Occasional,Berlin,PROD13,3,39.99,119.97,0,0,119.97
ORD1232,4/22/2023,CUST1028,Occasional,Frankfurt,PROD12,1,29.99,29.99,0,0,29.99
ORD1233,4/23/2023,CUST1024,Occasional,Frankfurt,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1234,4/23/2023,CUST1066,Occasional,Hamburg,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1235,4/23/2023,CUST1017,Loyal,Frankfurt,PROD12,2,29.99,59.98,0,0,59.98
ORD1236,4/23/2023,CUST1048,Occasional,Berlin,PROD17,2,203.95,407.9,0,0,407.9
ORD1237,4/24/2023,CUST1026,Occasional,Berlin,PROD1,2,1164.99,2329.98,0,0,2329.98
ORD1238,4/24/2023,CUST1042,Occasional,Frankfurt,PROD7,1,21.95,21.95,0,0,21.95
ORD1239,4/24/2023,CUST1072,Occasional,Berlin,PROD18,2,297.95,595.9,0,0,595.9
ORD1240,4/25/2023,CUST1042,Loyal,Hamburg,PROD5,1,229.95,229.95,5,11.5,218.45
ORD1241,4/25/2023,CUST1072,Occasional,Munich,PROD17,1,203.95,203.95,0,0,203.95
ORD1242,4/26/2023,CUST1012,Occasional,Hamburg,PROD11,2,155.95,311.9,0,0,311.9
ORD1243,4/27/2023,CUST1092,Loyal,Hamburg,PROD16,2,116.99,233.98,0,0,233.98
ORD1244,4/27/2023,CUST1062,Occasional,Hamburg,PROD18,4,297.95,1191.8,0,0,1191.8
ORD1245,4/27/2023,CUST1046,Occasional,Hamburg,PROD18,1,297.95,297.95,0,0,297.95
ORD1246,4/28/2023,CUST1046,Occasional,Munich,PROD10,3,71.99,215.97,0,0,215.97
ORD1247,4/28/2023,CUST1006,Loyal,Frankfurt,PROD15,3,46.95,140.85,10,14.08,126.77
ORD1248,4/28/2023,CUST1082,Occasional,Berlin,PROD15,2,46.95,93.9,0,0,93.9
ORD1249,4/29/2023,CUST1098,Occasional,Berlin,PROD15,5,46.95,234.75,0,0,234.75
ORD1250,4/30/2023,CUST1029,Occasional,Cologne,PROD3,2,324.95,649.9,0,0,649.9
ORD1251,4/30/2023,CUST1095,Occasional,Berlin,PROD8,2,125.95,251.9,0,0,251.9
ORD1252,4/30/2023,CUST1064,Occasional,Hamburg,PROD13,2,39.99,79.98,0,0,79.98
ORD1253,4/30/2023,CUST1062,Loyal,Berlin,PROD17,5,203.95,1019.75,0,0,1019.75
ORD1254,5/1/2023,CUST1063,Occasional,Berlin,PROD2,3,699.95,2099.85,0,0,2099.85
ORD1255,5/1/2023,CUST1038,Occasional,Cologne,PROD12,1,29.99,29.99,0,0,29.99
ORD1256,5/1/2023,CUST1043,Occasional,Munich,PROD1,3,1164.99,3494.97,0,0,3494.97
ORD1257,5/1/2023,CUST1074,Occasional,Berlin,PROD11,1,155.95,155.95,0,0,155.95
ORD1258,5/2/2023,CUST1044,Loyal,Frankfurt,PROD12,4,29.99,119.96,10,12,107.96
ORD1259,5/3/2023,CUST1048,Loyal,Cologne,PROD6,5,56.99,284.95,5,14.25,270.7
